0,0,0
0.025095549,0.007563866,0.004230858
0.04942894,0.015127733,0.008461717
0.068649461,0.022691599,0.012692575
0.084395911,0.030255466,0.016923433
0.09797808,0.037819332,0.021154292
0.110052228,0.045138105,0.02538515
0.121001305,0.051780971,0.029616008
0.131175898,0.057824585,0.033853091
0.141790445,0.062705535,0.038164713
0.153051229,0.066402938,0.04250591
0.164729405,0.06936601,0.046628144
0.176546944,0.07224601,0.050470917
0.188491614,0.075055809,0.054069006
0.200557045,0.077796157,0.057451307
0.212737746,0.080467684,0.060641015
0.225028935,0.083070906,0.063657059
0.237426402,0.08560624,0.066515102
0.24992641,0.088074005,0.069228263
0.26252561,0.090474437,0.071807643
0.275220984,0.092807686,0.074262719
0.288009785,0.095073828,0.076601645
0.300889506,0.097272862,0.078831482
0.313857868,0.099404711,0.080958008
0.326908502,0.101470243,0.083037028
0.340036039,0.103470172,0.085118818
0.353239555,0.105404159,0.08720343
0.36651812,0.107271812,0.089290914
0.379870801,0.109072682,0.091381313
0.393296666,0.110806265,0.093474669
0.406794792,0.112472001,0.09557102
0.420364265,0.11406927,0.097670401
0.434004179,0.115597394,0.099772842
0.447713646,0.117055632,0.101878374
0.461491789,0.11844318,0.103987022
0.475337747,0.119759165,0.10609881
0.489250678,0.121002647,0.108213762
0.503229752,0.122172611,0.110331895
0.517274158,0.123267967,0.112453229
0.531383103,0.124287541,0.11457778
0.545555809,0.125230076,0.116705563
0.559791514,0.126094222,0.11883659
0.574089476,0.126878531,0.120970873
0.588448966,0.127581452,0.123108423
0.602869273,0.128201322,0.125249249
0.617349701,0.128736359,0.127393359
0.63188957,0.129184648,0.129540758
0.646488215,0.129544137,0.131691455
0.661144987,0.12981262,0.133845452
0.675859248,0.129987725,0.136002754
0.688299225,0.135157094,0.136933816
0.695841387,0.150324485,0.135197294
0.703377376,0.164639113,0.133338749
0.710907331,0.178289727,0.131351436
0.718431391,0.191409374,0.129227878
0.72594969,0.204095637,0.126959749
0.733462358,0.216422352,0.124537723
0.740969524,0.228446812,0.121951297
0.748471312,0.24021441,0.119188567
0.755967843,0.251761741,0.11623595
0.763459238,0.263118746,0.113077817
0.770945611,0.274310242,0.109696038
0.778427077,0.285357026,0.106069369
0.785903746,0.296276696,0.102172643
0.793375727,0.307084272,0.097975659
0.800843126,0.317792676,0.093441643
0.808306046,0.328413099,0.088525034
0.815764589,0.338955292,0.083168214
0.823218853,0.349427802,0.077296494
0.830668936,0.359838158,0.070810041
0.838114933,0.370193022,0.063570156
0.845556936,0.380498316,0.055374119
0.852995035,0.390759323,0.045904359
0.860429321,0.400980773,0.034762876
0.86785988,0.411166917,0.022945055
0.871214225,0.424448263,0.019385835
0.873187289,0.438556718,0.018613905
0.875091261,0.452476453,0.017884415
0.876925538,0.466226505,0.017199056
0.8786895,0.479823471,0.016559515
0.880382516,0.493281908,0.015967483
0.882003936,0.506614653,0.015424649
0.883553098,0.519833084,0.014932703
0.885029321,0.532947333,0.014493334
0.886431908,0.545966455,0.01410823
0.887760144,0.558898582,0.013779083
0.889013297,0.571751036,0.01350758
0.890190613,0.584530435,0.013295412
0.891291323,0.597242779,0.013144268
0.892314633,0.609893522,0.013055837
0.893259731,0.622487636,0.013031809
0.894125781,0.635029665,0.013073873
0.894911925,0.64752377,0.013183718
0.895617281,0.659973773,0.013363035
0.896240942,0.672383188,0.013613511
0.896781975,0.684755254,0.013936837
0.897239422,0.697092963,0.014334703
0.897612295,0.709399081,0.014808796
0.897899577,0.721676173,0.015360808
0.898100223,0.733926615,0.015992427
0.898213153,0.746152621,0.016705343
0.898237258,0.758356245,0.017501245
0.89817139,0.770539407,0.018381822
0.898014371,0.782703893,0.019348764
0.89776498,0.794851375,0.02040376
0.89742196,0.806983416,0.021548501
0.896984013,0.819101478,0.022784674
0.897863256,0.830600367,0.055211684
0.906520255,0.83868645,0.163612543
0.914871872,0.846809553,0.231521051
0.922906811,0.854970427,0.287701649
0.93061395,0.863169773,0.338097473
0.937982274,0.871408245,0.385091473
0.945000821,0.879686447,0.429897238
0.951658616,0.888004939,0.473220078
0.957944617,0.896364239,0.515506177
0.963847657,0.904764822,0.557055002
0.969356387,0.913207127,0.598076501
0.974459217,0.921691555,0.638722851
0.979144261,0.930218469,0.679107279
0.98339927,0.938788202,0.719315823
0.987211575,0.947401054,0.75941498
0.990568015,0.956057293,0.799456877
0.993454869,0.964757158,0.839482848
0.995857776,0.973500863,0.879525987
0.997761656,0.982288591,0.919612998
0.999150617,0.991120505,0.959765574
1,1,1
